[17:12:30] [main/INFO]: ModLauncher running: args [--username, ZanderOfficial, --version, forge-47.3.10, --gameDir, C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack, --assetsDir, C:\Users\imthe\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 22726749441b44ac97f051a3eda4fe27, --accessToken, ????????, --clientId, Y2I4OTkxNmMtNmFlMy00YTkwLWIyY2MtYjUzNzM2MzZmNzdh, --xuid, 2535444165020777, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\imthe\curseforge\minecraft\Install\quickPlay\java\1739398348114.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.10, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[17:12:30] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[17:12:31] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[17:12:31] [main/INFO]: Trying GL version 4.6
[17:12:31] [main/INFO]: Requested GL version 4.6 got version 4.6
[17:12:31] [main/INFO]: Mixin Transmogrifier is definitely up to no good...
[17:12:31] [main/INFO]: crimes against java were committed
[17:12:31] [main/INFO]: Original mixin transformation service successfully crobbed by mixin-transmogrifier!
[17:12:32] [main/INFO]: Launching CrashAssistantApp
[17:12:32] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/imthe/curseforge/minecraft/Instances/SpotsyltuckyPack/mods/Connector-1.0.0-beta.46+1.20.1.jar%23376%23381!/ Service=ModLauncher Env=CLIENT
[17:12:32] [main/INFO]: Found mod file Connector-1.0.0-beta.46+1.20.1-mod.jar of type MOD with provider org.sinytra.connector.locator.ConnectorEarlyLocator@53ac845a
[17:12:32] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 4060 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 572.16, NVIDIA Corporation
[17:12:33] [main/INFO]: Found mod file immersive_aircraft-1.1.8+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file incubation-1.20.1-4.0.2.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file integrated_api-1.5.1+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file integrated_stronghold-1.1.2+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file integrated_villages-1.1.5+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file interiors-0.5.6+forge-mc1.20.1-build.104.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Item-Obliterator-NeoForge-MC1.20.1-2.3.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Jade-1.20.1-Forge-11.12.3.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file jei-1.20.1-forge-15.20.0.106.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file justenoughbreeding-forge-1.20-1.20.1-1.5.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file JustEnoughProfessions-forge-1.20.1-3.0.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file JustEnoughResources-1.20.1-1.4.0.247.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file kitchen_grow-0.1-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file konkrete_forge_1.8.0_MC_1.20-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file kotlinforforge-4.11.0-all.jar of type LIBRARY with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file KryptonReforged-0.2.3.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file L_Enders_Cataclysm-2.39- 1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file LeavesBeGone-v8.0.0-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file lionfishapi-2.4-Fix.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file lootintegrations-1.20.1-4.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file lootintegrations_yungs-1.2.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Luna-FORGE-MC1.19.X-1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file melody_forge_1.0.3_MC_1.20.1-1.20.4.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file modernfix-forge-5.20.0+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file moonlight-1.20-2.13.52-forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file mopeds_1.1_1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file MouseTweaks-forge-mc1.20.1-2.25.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file NaturesCompass-1.20.1-1.11.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Necronomicon-Forge-1.6.0+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file NekosEnchantedBooks-1.20.1-1.8.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Neruina-2.1.2-forge+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file netherportalfix-forge-1.20-13.0.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file NightConfigFixes-v8.0.0-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file NoChatReports-FORGE-1.20.1-v2.2.2.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file nocube's_create_compact_exp_1.0.4_forge_1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file notenoughanimations-forge-1.9.1-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file oculus-mc1.20.1-1.8.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Oh-The-Biomes-Weve-Gone-Forge-1.5.2.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Oh-The-Trees-Youll-Grow-forge-1.20.1-1.3.4.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file open-parties-and-claims-forge-1.20.1-0.23.7.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file OverflowingBars-v8.0.1-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file pattern_schematics-1.1.19+forge-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Paxi-1.20-Forge-4.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file personality-1.20.1-4.0.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file petrolpark-1.20.1-1.3.4-all.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file petrolsparts-1.20.1-1.1.3.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file PickUpNotifier-v8.0.0-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Placebo-1.20.1-8.6.2.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file polymorph-forge-0.49.8+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file potacore-0.2.8-universal.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file PuzzlesLib-v8.1.25-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Quark-4.0-460.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file recipeessentials-1.20.1-3.9.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file resourcefullib-forge-1.20.1-2.1.29.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file ResourcePackOverrides-v8.0.3-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file ScalableCatsForce-3.3.1-build-0-with-library.jar of type LANGPROVIDER with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file ServerBrowser-1.20.1-FORGE-1.3.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file SimpleRPC-Universal-3.3.3.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file skinlayers3d-forge-1.7.4-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file sliceanddice-forge-3.3.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file smarterfarmers-1.20-2.1.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file smoothchunk-1.20.1-3.9.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file sophisticatedbackpacks-1.20.1-3.22.2.1172.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file sophisticatedcore-1.20.1-1.1.4.837.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Steam_Rails-1.6.7+forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file steampowered-1.20.1-3.0.2.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file storagedelight-24.12.15-1.20-forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file structureessentials-1.20.1-4.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file supplementaries-1.20-3.1.11.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file TerraBlender-forge-1.20.1-3.0.1.7.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file tfmg-0.9.3-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Tips-Forge-1.20.1-12.1.8.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file ToastControl-1.20.1-8.0.3.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file toms_storage-1.20-1.7.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file totemfactory-1.0.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file trading_floor-1.1.7+forge-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file TradingPost-v8.0.2-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file trainperspectivefix-1.0.0-universal.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file upgrade_aquatic-1.20.1-6.0.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file vintageimprovements-1.20.1-0.2.0.3.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file VisualWorkbench-v8.0.0-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file watut-forge-1.20.1-1.1.3.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file waystones-forge-1.20-14.1.6.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Xaeros_Minimap_24.7.1_Forge_1.20.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file XaerosWorldMap_1.39.2_Forge_1.20.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file xenon-0.3.31+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file xlpackets-1.18.2-2.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file YungsApi-1.20-Forge-4.0.6.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file YungsBetterDungeons-1.20-Forge-4.0.4.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file YungsBetterEndIsland-1.20-Forge-2.0.6.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file YungsBetterMineshafts-1.20-Forge-4.0.4.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file YungsCaveBiomes-1.20.1-Forge-2.0.1.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/INFO]: Found mod file Zeta-1.0-24.jar of type MOD with provider {mods folder locator at C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack\mods}
[17:12:33] [main/WARN]: Mod file C:\Users\imthe\curseforge\minecraft\Install\libraries\net\minecraftforge\fmlcore\1.20.1-47.3.10\fmlcore-1.20.1-47.3.10.jar is missing mods.toml file
[17:12:33] [main/WARN]: Mod file C:\Users\imthe\curseforge\minecraft\Install\libraries\net\minecraftforge\javafmllanguage\1.20.1-47.3.10\javafmllanguage-1.20.1-47.3.10.jar is missing mods.toml file
[17:12:33] [main/WARN]: Mod file C:\Users\imthe\curseforge\minecraft\Install\libraries\net\minecraftforge\lowcodelanguage\1.20.1-47.3.10\lowcodelanguage-1.20.1-47.3.10.jar is missing mods.toml file
[17:12:33] [main/WARN]: Mod file C:\Users\imthe\curseforge\minecraft\Install\libraries\net\minecraftforge\mclanguage\1.20.1-47.3.10\mclanguage-1.20.1-47.3.10.jar is missing mods.toml file
[17:12:33] [main/INFO]: Found mod file fmlcore-1.20.1-47.3.10.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6c575325
[17:12:33] [main/INFO]: Found mod file javafmllanguage-1.20.1-47.3.10.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6c575325
[17:12:33] [main/INFO]: Found mod file lowcodelanguage-1.20.1-47.3.10.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6c575325
[17:12:33] [main/INFO]: Found mod file mclanguage-1.20.1-47.3.10.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6c575325
[17:12:33] [main/INFO]: Found mod file client-1.20.1-20230612.114412-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6c575325
[17:12:33] [main/INFO]: Found mod file forge-1.20.1-47.3.10-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6c575325
[17:12:33] [main/INFO]: Found mod file crash_assistant-forge.jar of type MOD with provider dev.kostromdan.mods.crash_assistant.core_mod.services.CrashAssistantDependencyLocator@4096aa05
[17:12:33] [CrashAssistantApp process logger/INFO]: [2025-02-12 17:12:33.564] [INFO] [CrashAssistantApp]: CrashAssistantApp running: JVM args: [-XX:+UseSerialGC, -XX:MaxHeapFreeRatio=30, -XX:MinHeapFreeRatio=10, -XX:MaxGCPauseMillis=10000, -Xms8m, -Xmx512m]
[17:12:33] [CrashAssistantApp process logger/INFO]: [2025-02-12 17:12:33.565] [INFO] [CrashAssistantApp]: CrashAssistantApp running: program args: [-parentPID, 23580, -platform, NEOFORGE, -log4jApi, C:\Users\imthe\curseforge\minecraft\Install\libraries\org\apache\logging\log4j\log4j-api\2.19.0\log4j-api-2.19.0.jar, -log4jCore, C:\Users\imthe\curseforge\minecraft\Install\libraries\org\apache\logging\log4j\log4j-core\2.19.0\log4j-core-2.19.0.jar, -googleGson, C:\Users\imthe\curseforge\minecraft\Install\libraries\com\google\code\gson\gson\2.10\gson-2.10.jar, -commonIo, C:\Users\imthe\curseforge\minecraft\Install\libraries\commons-io\commons-io\2.11.0\commons-io-2.11.0.jar]
[17:12:33] [CrashAssistantApp process logger/INFO]: [2025-02-12 17:12:33.567] [INFO] [CrashAssistantApp]: Parent PID: 23580
